CA,2878,KWE,TSN,2110,0010,12 456,03:00,1706,0,738,1,167,2025-04-04
CA,2842,WUH,TSN,1850,2050,3 567,02:00,969,0,738,1,159,2025-04-04
CA,2917,TSN,DLC,2100,2155,1234567,00:55,362,0,738,1,159,2025-04-04
CA,2893,TSN,XIY,1730,1935,2 456,02:05,924,0,73G,1,128,2025-04-04
CA,2841,TSN,WUH,1545,1750,12 4567,02:05,969,0,738,1,159,2025-04-04
FM,9111,PVG,TSN,1120,1345,1234567,02:25,975,0,73E,1,168,2025-04-04
G5,4471,TSN,TGO,0655,0825,1   5,01:30,637,0,CR9,1,88,2025-04-04
JD,5902,TSN,HGH,1255,1510,1   5 7,02:15,1028,0,32Q,1,179,2025-04-04
MF,8230,TSN,HGH,2150,2345,3 5,01:55,1028,0,738,1,169,2025-04-04
MF,8135,XMN,TSN,1130,1415,1234567,02:45,1622,0,738,1,183,2025-04-04
CA,2931,TSN,DLC,1350,1455,5,01:05,362,0,738,1,159,2025-04-04
CA,2826,SHA,TSN,1050,1310,2  5,02:20,953,0,738,1,159,2025-04-04
CA,8185,HET,TSN,1020,1155,12 45 7,01:35,507,0,C27,1,90,2025-04-04
CA,2833,TSN,PVG,0815,1045,123 5 7,02:30,975,0,738,1,176,2025-04-04
CA,2970,CTU,TSN,0915,1200,1234567,02:45,1545,0,738,1,159,2025-04-04
CA,2823,TSN,SHA,1630,1835,1   5,02:05,953,0,738,1,176,2025-04-04
CA,2877,TSN,KWE,1700,2010,1  45,03:10,1706,0,738,1,167,2025-04-04
CA,2888,ZUH,TSN,1230,1550,12 456,03:20,1939,0,738,1,167,2025-04-04
G5,2891,LLV,TSN,2155,2315,1 3 5 7,01:20,563,0,32A,1,179,2025-04-04
HU,7659,DLC,TSN,0750,0905,1234567,01:15,362,0,738,1,169,2025-04-04
MF,8366,SZX,TSN,2010,2325,1234567,03:15,1862,0,738,1,183,2025-04-04
CA,2892,LHW,TSN,1100,1330,123 567,02:30,1236,0,738,1,159,2025-04-04
CA,8225,WUH,TSN,1410,1555,3 5 7,01:45,969,0,320,1,158,2025-04-04
CA,2870,KMG,TSN,1855,2230,1   5 7,03:35,2058,0,738,1,159,2025-04-04
CA,2894,XIY,TSN,2040,2240,2 456,02:00,924,0,73G,1,128,2025-04-04
G5,2793,TSN,ENY,0705,0845,3 5 7,01:40,735,0,32A,1,179,2025-04-04
G5,4271,SHS,TSN,0915,1110,1 3 5 7,01:55,1077,0,CR9,1,88,2025-04-04
JL,840,TSN,NGO,1400,1745,1   5,02:45,1788,0,73H,1,144,2025-04-04
MF,8239,TSN,XIY,1145,1400,12  567,02:15,924,0,738,1,169,2025-04-04
MF,8034,TSN,FOC,1715,1950,12 4567,02:35,1481,0,738,1,183,2025-04-04
GS,7583,XIY,TSN,0610,0755,5 7,01:45,924,0,320,1,173,2025-04-04
GS,7836,URC,TSN,1905,2300,1   5 7,03:55,2527,0,320,1,228,2025-04-04
MU,5143,SHA,TSN,1825,2040,1234567,02:15,953,0,73L,1,174,2025-04-04
DR,6544,TSN,ENH,1315,1555,1 3 5 7,02:40,1210,0,73E,1,141,2025-04-04
JD,5196,TSN,SYX,2100,0115,12  5,04:15,2437,0,321,1,211,2025-04-04
CA,8192,DSN,TSN,1320,1515,12345 7,01:55,644,0,C27,1,90,2025-04-04
CA,2958,TFU,TSN,2015,2300,23 5,02:45,1529,0,738,1,159,2025-04-04
CA,2887,TSN,ZUH,0800,1120,1  45,03:20,1939,0,738,1,167,2025-04-04
CA,2869,TSN,KMG,1405,1745,1   5,03:40,2058,0,738,1,159,2025-04-04
CA,2954,TFU,TSN,1345,1630,2 456,02:45,1529,0,73G,1,128,2025-04-04
FM,9116,TSN,SHA,1330,1530,1234567,02:00,953,0,73L,1,174,2025-04-04
JD,5195,SYX,TSN,1530,1940,12  5,04:10,2437,0,321,1,211,2025-04-04
MF,8230,URC,TSN,1705,2050,3 5,03:45,2527,0,738,1,169,2025-04-04
MF,8921,TSN,WUH,0745,0940,1 345 7,01:55,969,0,738,1,169,2025-04-04
3U,8862,TSN,CTU,1020,1315,1  45 7,02:55,1545,0,320,1,163,2025-04-04
CA,2824,SHA,TSN,1940,2200,1   5,02:20,953,0,738,1,176,2025-04-04
G5,2840,TSN,XFN,2005,2200,1 3 5 7,01:55,898,0,CR9,1,88,2025-04-04
G5,4318,TSN,LFQ,2100,2230,1 3 5 7,01:30,618,0,CR9,1,88,2025-04-04
IJ,254,TSN,NRT,1635,2055,1 3 56,03:20,2062,0,737,1,189,2025-04-04
MF,8034,CGQ,TSN,1355,1615,1234567,02:20,879,0,738,1,183,2025-04-04
GS,7822,DLC,TSN,1035,1140,5,01:05,362,0,320,1,185,2025-04-04
GS,7457,UYN,TSN,1410,1550,1234567,01:40,666,0,E95,1,121,2025-04-04
BK,2877,TSN,NGB,0755,0955,1   5 7,02:00,1099,0,73E,1,188,2025-04-04
CZ,3694,TSN,CSX,1715,1945,2  5,02:30,1273,0,320,1,159,2025-04-04
GS,7916,CIF,TSN,1535,1715,2  567,01:40,359,0,E90,1,105,2025-04-04
GS,7889,TSN,XMN,1625,1845,3 5,02:20,1622,0,320,1,178,2025-04-04
GS,7917,TSN,CKG,1730,2020,5,02:50,1431,0,320,1,179,2025-04-04
CA,2807,TSN,CAN,0720,1035,1 34567,03:15,1790,0,738,1,167,2025-04-04
CA,2819,TSN,SZX,1140,1515,123456,03:35,1862,0,738,1,159,2025-04-04
3U,8013,CKG,TSN,0630,0900,12345 7,02:30,1431,0,321,1,193,2025-04-04
CA,2846,HGH,TSN,1210,1430,2 4567,02:20,1028,0,738,1,159,2025-04-04
CA,2997,TSN,HRB,1940,2150,5,02:10,1027,0,73G,1,128,2025-04-04
G5,2839,XFN,TSN,1725,1915,1 3 5 7,01:50,898,0,CR9,1,88,2025-04-04
MF,8314,CAN,TSN,1155,1515,123 567,03:20,1790,0,738,1,183,2025-04-04
GS,7920,HRB,TSN,2200,0025,5,02:25,1027,0,E95,1,121,2025-04-04
GS,7880,IQN,TSN,1445,1645,3 5 7,02:00,935,0,E95,1,121,2025-04-04
KN,2907,TSN,KMG,0815,1150,1234567,03:35,2058,0,737,1,179,2025-04-04
BK,3083,TSN,KWL,1400,1645,1   5 7,02:45,1688,0,73E,1,188,2025-04-04
MU,6923,XIY,TSN,0855,1100,12345 7,02:05,924,0,321,1,180,2025-04-04
G5,2794,ENY,TSN,1605,1735,1 3 5 7,01:30,735,0,32A,1,179,2025-04-04
HU,7690,TSN,HRB,1900,2105,23 56,02:05,1027,0,738,1,169,2025-04-04
MF,8365,TSN,SZX,1525,1840,1234567,03:15,1862,0,738,1,183,2025-04-04
CA,2805,TSN,CAN,1800,2120,1234567,03:20,1790,0,738,1,159,2025-04-04
CA,8186,TSN,HET,1300,1435,3 5,01:35,507,0,C27,1,90,2025-04-04
CA,8226,TSN,WUH,1700,1855,1   5,01:55,969,0,320,1,158,2025-04-04
EU,2250,TSN,CTU,1855,2200,12  567,03:05,1545,0,320,1,179,2025-04-04
MF,8552,SHA,TSN,2150,2355,5,02:05,953,0,738,1,163,2025-04-04
MF,8313,TSN,CAN,0740,1045,123 567,03:05,1790,0,738,1,183,2025-04-04
BK,2736,CSX,TSN,2045,2300,1 3 5 7,02:15,1273,0,739,1,199,2025-04-04
BK,2704,TSN,CAN,2100,0005,12 4567,03:05,1790,0,739,1,199,2025-04-04
CZ,5819,SZX,TSN,0940,1300,56,03:20,1862,0,321,1,178,2025-04-04
GS,7856,KMG,TSN,1305,1625,123 5 7,03:20,2058,0,320,1,173,2025-04-04
GS,6698,CAN,TSN,1535,1835,1 345,03:00,1790,0,320,1,179,2025-04-04
GX,8853,SQD,TSN,1030,1250,1 3 5 7,02:20,1196,0,E90,1,105,2025-04-04
KN,2971,TSN,WNZ,0655,0920,1234567,02:25,1287,0,737,1,179,2025-04-04
RY,8961,KHN,TSN,1850,2100,1234567,02:10,1147,0,738,1,185,2025-04-04
GS,7804,TYN,TSN,0940,1055,5,01:15,438,0,E95,1,121,2025-04-04
GS,7882,PVG,TSN,1125,1340,3 5,02:15,975,0,320,1,173,2025-04-04
MU,6741,LYG,TSN,1120,1255,1 3 5 7,01:35,547,0,C27,1,88,2025-04-04
TR,138,SIN,TSN,0130,0740,2  567,06:10,4410,0,788,1,335,2025-04-04
G5,2719,CIH,TSN,0920,1030,1 3 5 7,01:10,489,0,32A,1,179,2025-04-04
HU,7798,TSN,CSX,1555,1840,1234567,02:45,1273,0,738,1,169,2025-04-04
CA,2956,TFU,TSN,1715,1955,5,02:40,1529,0,738,1,176,2025-04-04
CA,2891,TSN,LHW,0715,0955,123 567,02:40,1236,0,738,1,159,2025-04-04
CA,2875,TSN,XIY,0715,0920,1234567,02:05,924,0,738,1,159,2025-04-04
HU,7689,TSN,KWL,1055,1400,23 56,03:05,1688,0,738,1,169,2025-04-04
BK,3141,TSN,HGH,1930,2125,2  5,01:55,1028,0,739,1,199,2025-04-04
GS,7927,TSN,HYN,0730,0945,5,02:15,1233,0,E90,1,97,2025-04-04
9C,6903,TSN,KHN,1040,1250,5,02:10,1147,0,320,1,186,2025-04-04
BK,2884,TSN,XIY,2215,0020,1234567,02:05,924,0,73E,1,188,2025-04-04
BK,2932,CSX,TSN,1810,2015,1 3 5 7,02:05,1273,0,739,1,199,2025-04-04
CZ,3350,TSN,CAN,0900,1215,5 7,03:15,1790,0,32N,1,165,2025-04-04
GS,7915,TSN,CIF,0805,0915,1   5 7,01:10,359,0,E90,1,105,2025-04-04
MU,5228,TSN,SHA,1715,1915,12 45,02:00,953,0,321,1,180,2025-04-04
OZ,327,ICN,TSN,0855,0955,1234567,02:00,814,0,32Q,1,188,2025-04-04
CA,2831,TSN,PVG,1700,1915,1 3 5 7,02:15,975,0,73G,1,128,2025-04-04
CA,2908,CSX,TSN,2000,2230,1 34567,02:30,1273,0,738,1,167,2025-04-04
CA,2814,SZX,TSN,1155,1515,1234567,03:20,1862,0,738,1,176,2025-04-04
CA,2998,HRB,TSN,0730,0955,1 34567,02:25,1027,0,738,1,159,2025-04-04
MF,8033,FOC,TSN,0720,0955,2 45,02:35,1481,0,738,1,183,2025-04-04
MF,8379,TSN,SZX,0725,1045,123 567,03:20,1862,0,738,1,183,2025-04-04
CA,2820,SZX,TSN,1620,1940,123456,03:20,1862,0,738,1,159,2025-04-04
CA,4045,CTU,TSN,0730,1010,1234567,02:40,1545,0,32Q,1,194,2025-04-04
EU,2249,TSN,HLD,1150,1415,12  567,02:25,1138,0,320,1,179,2025-04-04
MF,8229,HGH,TSN,0805,1010,3 5,02:05,1028,0,738,1,169,2025-04-04
BK,3084,KWL,TSN,1730,2015,12  567,02:45,1688,0,73E,1,188,2025-04-04
DR,5328,TSN,LJG,1500,1820,5,03:20,2105,0,737,1,141,2025-04-04
GS,7584,HRB,TSN,1220,1440,5,02:20,1027,0,320,1,185,2025-04-04
GS,7924,CGQ,TSN,1100,1300,5,02:00,879,0,320,1,185,2025-04-04
GS,7458,DLC,TSN,1915,2015,1 3 5 7,01:00,362,0,E95,1,121,2025-04-04
GS,7977,TSN,KIX,0755,1200,1 34567,03:05,1674,0,320,1,179,2025-04-04
BK,2931,TSN,CSX,0920,1200,1234567,02:40,1273,0,739,1,199,2025-04-04
GS,7583,TSN,HRB,0855,1120,5,02:25,1027,0,320,1,185,2025-04-04
GS,7853,TSN,HGH,1800,1955,5 7,01:55,1028,0,320,1,157,2025-04-04
GS,7859,TSN,MIG,1330,1605,5,02:35,1424,0,320,1,173,2025-04-04
MU,5644,TSN,SHA,2140,2335,1234567,01:55,953,0,73L,1,174,2025-04-04
MF,8551,TSN,SHA,2000,2155,1234567,01:55,953,0,738,1,169,2025-04-04
CA,952,DLC,TSN,1720,1825,1  45 7,01:05,362,0,738,1,159,2025-04-04
CA,2825,TSN,SHA,0740,0945,12345 7,02:05,953,0,738,1,159,2025-04-04
FM,9113,PVG,TSN,0815,1025,1 3 5,02:10,975,0,73E,1,168,2025-04-04
CA,8139,HET,TSN,0720,0855,1 34567,01:35,507,0,C27,1,90,2025-04-04
EU,2249,CTU,TSN,0805,1050,12  567,02:45,1545,0,320,1,179,2025-04-04
3U,3366,HAK,TSN,1120,1455,1234567,03:35,2231,0,321,1,193,2025-04-04
CA,2862,CKG,TSN,1200,1440,5 7,02:40,1431,0,738,1,176,2025-04-04
CA,2953,TSN,TFU,0930,1235,2 456,03:05,1529,0,73G,1,128,2025-04-04
CA,2902,KWL,TSN,1045,1340,1  45 7,02:55,1688,0,738,1,176,2025-04-04
KE,806,TSN,ICN,1130,1420,2345 7,01:50,814,0,333,1,276,2025-04-04
BK,3204,TFU,TSN,2020,2250,2345,02:30,1529,0,73E,1,188,2025-04-04
GS,7807,TSN,HCZ,0725,1035,1   5 7,03:10,1543,0,320,1,157,2025-04-04
MU,5439,SHA,TSN,1625,1840,1234567,02:15,953,0,321,1,180,2025-04-04
BK,3142,HGH,TSN,2235,0040,2  5,02:05,1028,0,739,1,199,2025-04-04
GS,7901,TSN,XIY,1400,1540,5,01:40,924,0,320,1,185,2025-04-04
GS,7854,HGH,TSN,2105,2315,5 7,02:10,1028,0,320,1,157,2025-04-04
GS,7835,TSN,URC,0745,1150,1   5 7,04:05,2527,0,320,1,228,2025-04-04
GY,7122,TSN,HIA,1910,2040,1 3 5 7,01:30,613,0,32B,1,170,2025-04-04
FM,9115,SHA,TSN,0950,1210,1234567,02:20,953,0,73L,1,174,2025-04-04
FU,6582,KWE,TSN,1705,1950,1 3 5 7,02:45,1706,0,737,1,188,2025-04-04
3U,8014,TSN,CKG,1015,1255,123 5 7,02:40,1431,0,321,1,193,2025-04-04
CA,2813,TSN,SZX,0720,1050,1234567,03:30,1862,0,738,1,176,2025-04-04
CA,2969,TSN,CTU,1930,2230,12 4567,03:00,1545,0,738,1,159,2025-04-04
ZH,8748,TSN,NTG,1250,1445,1234567,01:55,848,0,320,1,158,2025-04-04
CA,951,TSN,DLC,0700,0805,1  45 7,01:05,362,0,738,1,159,2025-04-04
CA,2876,XIY,TSN,1025,1225,1234567,02:00,924,0,738,1,159,2025-04-04
CA,2838,XMN,TSN,1105,1355,2 456,02:50,1622,0,738,1,159,2025-04-04
FU,6602,TSN,HSN,2050,2255,1 3 5 7,02:05,1118,0,737,1,188,2025-04-04
MF,8146,TSN,XMN,1715,2020,123 567,03:05,1622,0,738,1,183,2025-04-04
ZH,8808,TSN,KHN,1835,2045,1234567,02:10,1147,0,738,1,161,2025-04-04
GY,7121,HIA,TSN,1630,1810,1 3 5 7,01:40,613,0,32B,1,170,2025-04-04
BK,3065,TSN,CSX,1845,2115,1 3 5 7,02:30,1273,0,73E,1,188,2025-04-04
BK,3099,TSN,INC,1215,1415,234567,02:00,983,0,73E,1,187,2025-04-04
BK,3203,TSN,TFU,1600,1915,2345,03:15,1529,0,73E,1,188,2025-04-04
CZ,5820,TSN,SZX,1410,1735,56,03:25,1862,0,321,1,178,2025-04-04
CZ,3349,CAN,TSN,2000,2255,12  5 7,02:55,1790,0,320,1,159,2025-04-04
GS,6586,TSN,CKG,1830,2130,1 3 5 7,03:00,1431,0,320,1,185,2025-04-04
GS,6585,CKG,TSN,0825,1050,2  5,02:25,1431,0,320,1,185,2025-04-04
GS,7860,MIG,TSN,2135,0010,5,02:35,1424,0,320,1,173,2025-04-04
GS,7857,TSN,WUH,0745,0940,5,01:55,969,0,320,1,173,2025-04-04
BK,3063,TSN,EHU,0830,1035,1 3 5 7,02:05,998,0,73E,1,188,2025-04-04
CZ,3302,TSN,CAN,1515,1825,1234567,03:10,1790,0,738,1,177,2025-04-04
GS,7855,TSN,KMG,0820,1200,123 5 7,03:40,2058,0,320,1,173,2025-04-04
GS,6559,SWA,TSN,0925,1215,1234567,02:50,1745,0,320,1,173,2025-04-04
G5,4552,SZH,TSN,1540,1655,1 3 5 7,01:15,401,0,32A,1,179,2025-04-04
CA,2808,CAN,TSN,1145,1455,1 34567,03:10,1790,0,738,1,167,2025-04-04
MF,8481,TSN,KWE,1620,1935,123 567,03:15,1706,0,738,1,183,2025-04-04
MF,8033,TSN,CGQ,1110,1305,12 4567,01:55,879,0,738,1,183,2025-04-04
MF,8133,CSX,TSN,0730,0955,1234567,02:25,1273,0,738,1,183,2025-04-04
3U,3365,TSN,HAK,0640,1005,1234567,03:25,2231,0,321,1,193,2025-04-04
CA,2907,TSN,CSX,1615,1850,1 34567,02:35,1273,0,738,1,167,2025-04-04
CA,2937,TSN,CGQ,0800,1000,12  5,02:00,879,0,738,1,176,2025-04-04
FM,9112,TSN,PVG,1500,1725,1234567,02:25,975,0,73E,1,168,2025-04-04
G5,2892,TSN,LLV,1835,2010,1 3 5 7,01:35,563,0,32A,1,179,2025-04-04
HU,7659,TSN,NGB,1005,1220,1234567,02:15,1099,0,738,1,169,2025-04-04
9C,6904,KHN,TSN,0730,0940,5,02:10,1147,0,320,1,186,2025-04-04
BK,2878,NGB,TSN,1055,1300,1   5 7,02:05,1099,0,73E,1,188,2025-04-04
CZ,8506,TSN,WUH,1850,2110,1 3 567,02:20,969,0,C27,1,89,2025-04-04
GS,7987,TSN,XIY,1130,1335,5,02:05,924,0,332,1,259,2025-04-04
GS,7818,FUG,TSN,2250,0035,3 5,01:45,708,0,320,1,178,2025-04-04
GS,7908,LJG,TSN,2020,2340,1   5,03:20,2105,0,320,1,173,2025-04-04
KN,2908,KMG,TSN,2105,0030,1234567,03:25,2058,0,737,1,179,2025-04-04
KN,2969,TSN,WNZ,1600,1830,23 5,02:30,1287,0,737,1,179,2025-04-04
MU,5144,TSN,SHA,1400,1615,1234567,02:15,953,0,320,1,156,2025-04-04
TR,139,TSN,SIN,0920,1525,2  567,06:05,4410,0,788,1,335,2025-04-04
BK,2897,TSN,KMG,0830,1205,1 34567,03:35,2058,0,73E,1,188,2025-04-04
GS,7923,TSN,CGQ,0810,1000,5,01:50,879,0,320,1,185,2025-04-04
GS,7872,YIH,TSN,2255,0055,5,02:00,1091,0,320,1,185,2025-04-04
GS,7879,TSN,IQN,0800,1005,3 5 7,02:05,935,0,E95,1,121,2025-04-04
MU,2484,TSN,WUH,1100,1250,1 3 5 7,01:50,969,0,73E,1,168,2025-04-04
CA,2817,TSN,SZX,1830,2150,1234567,03:20,1862,0,738,1,176,2025-04-04
CA,2932,DLC,TSN,1555,1715,5,01:20,362,0,738,1,159,2025-04-04
CA,104,HKG,TSN,1250,1615,1 345 7,03:25,1896,0,738,1,159,2025-04-04
FU,6601,HSN,TSN,0950,1200,1234567,02:10,1118,0,737,1,188,2025-04-04
G5,2720,TSN,CIH,1130,1245,1 3 5 7,01:15,489,0,32A,1,179,2025-04-04
OZ,328,TSN,ICN,1055,1330,1234567,01:35,814,0,32Q,1,188,2025-04-04
PN,6237,CKG,TSN,0620,0855,1234567,02:35,1431,0,320,1,179,2025-04-04
GS,7584,TSN,XIY,1540,1740,5,02:00,924,0,320,1,185,2025-04-04
GS,7842,NNY,TSN,2100,2300,5,02:00,805,0,E95,1,121,2025-04-04
KN,2970,WNZ,TSN,1225,1500,23 5,02:35,1287,0,737,1,179,2025-04-04
PN,6238,TSN,CKG,0955,1240,1234567,02:45,1431,0,320,1,179,2025-04-04
9C,6305,LHW,TSN,1025,1255,1 3 5,02:30,1236,0,320,1,186,2025-04-04
GX,8854,TSN,SQD,1350,1600,1 3 5,02:10,1196,0,E90,1,105,2025-04-04
BK,3064,EHU,TSN,1910,2115,1 3 5 7,02:05,998,0,73E,1,188,2025-04-04
BK,3205,TSN,TFU,1210,1505,2  5,02:55,1529,0,739,1,199,2025-04-04
CZ,3301,CAN,TSN,1050,1415,1234567,03:25,1790,0,738,1,177,2025-04-04
GS,7841,TSN,NNY,1155,1400,5,02:05,805,0,E95,1,121,2025-04-04
GS,7871,TSN,YIH,1315,1535,5,02:20,1091,0,320,1,185,2025-04-04
GS,7902,XIY,TSN,2305,0050,5,01:45,924,0,320,1,173,2025-04-04
MU,5643,SHA,TSN,1100,1255,1 3 5 7,01:55,953,0,320,1,156,2025-04-04
MU,6742,TSN,LYG,1400,1535,1 3 5 7,01:35,547,0,C27,1,88,2025-04-04
MU,6924,TSN,XIY,1200,1355,12345 7,01:55,924,0,321,1,180,2025-04-04
MU,5227,SHA,TSN,1400,1605,12 45 7,02:05,953,0,321,1,180,2025-04-04
3U,8864,TSN,CTU,2025,2320,5,02:55,1545,0,319,1,132,2025-04-04
CA,2890,ZUH,TSN,1945,2300,2  5 7,03:15,1939,0,738,1,176,2025-04-04
CA,2836,HGH,TSN,1910,2130,5,02:20,1028,0,738,1,159,2025-04-04
CA,2837,TSN,XMN,0655,0950,2 456,02:55,1622,0,738,1,159,2025-04-04
CA,2901,TSN,KWL,0655,0955,1  45,03:00,1688,0,738,1,176,2025-04-04
G5,4272,TSN,SHS,1215,1430,1 3 5 7,02:15,1077,0,CR9,1,88,2025-04-04
MF,8622,TSN,CKG,0720,1005,12 45,02:45,1431,0,738,1,183,2025-04-04
CA,2963,TSN,CTU,1500,1810,12  567,03:10,1545,0,738,1,159,2025-04-04
CA,2821,TSN,SHA,1455,1705,1   5,02:10,953,0,738,1,176,2025-04-04
MF,8138,FOC,TSN,1835,2110,1  4567,02:35,1481,0,738,1,183,2025-04-04
MF,8134,TSN,CSX,1105,1345,1234567,02:40,1273,0,738,1,183,2025-04-04
