CA,4132,PEK,CKG,1145,1430,5,02:45,1461,0,738,1,176,2025-04-04
CA,4119,CTU,PEK,0700,0945,1   567,02:45,1555,0,333,1,301,2025-04-04
MU,5164,PEK,PVG,1930,2155,2 45 7,02:25,1098,0,321,1,196,2025-04-04
CA,1401,PEK,CTU,1330,1630,5,03:00,1555,0,321,1,177,2025-04-04
CA,1253,PEK,URC,1125,1545,5,04:20,2428,0,738,1,176,2025-04-04
CA,1971,PEK,CSX,1615,1850,123 5 7,02:35,1355,0,738,1,176,2025-04-04
CA,1421,PEK,CTU,0830,1125,1234567,02:55,1555,0,359,1,312,2025-04-04
CA,1846,HFE,PEK,0900,1055,12345 7,01:55,898,0,321,1,177,2025-04-04
KL,0898,PEK,AMS,1055,1725,5,12:30,7825,0,772,1,288,2025-04-04
ZH,9161,PEK,WUX,2120,2320,5,02:00,1014,0,738,1,168,2025-04-04
TK,89,PEK,IST,0010,0530,1234567,10:20,7057,0,77W,1,349,2025-04-04
HU,7348,TFU,PEK,1800,2100,1234567,03:00,1545,0,738,1,157,2025-04-04
HU,7105,PEK,DLC,0625,0800,12 4567,01:35,441,0,738,1,169,2025-04-04
CA,1487,PEK,DZH,1245,1515,12 4567,02:30,1299,0,320,1,158,2025-04-04
CA,1836,PVG,PEK,1850,2130,1   5,02:40,1098,0,333,1,311,2025-04-04
CA,1144,LLV,PEK,1020,1215,2345,01:55,541,0,738,1,159,2025-04-04
HU,7716,SZX,PEK,2010,2325,12345,03:15,1954,0,332,1,213,2025-04-04
CA,1844,HFE,PEK,1615,1815,1 345 7,02:00,898,0,321,1,177,2025-04-04
CA,134,HND,PEK,1600,1845,1234567,03:45,2089,0,333,1,301,2025-04-04
CA,1716,PEK,HGH,1330,1555,1234567,02:25,1147,0,321,1,177,2025-04-04
MU,5153,SHA,PEK,0930,1200,12  5,02:30,1075,0,333,1,298,2025-04-04
CA,1502,SHA,PEK,1225,1445,1   5,02:20,1075,0,773,1,311,2025-04-04
HU,7601,PEK,SHA,0745,1000,12345,02:15,1075,0,332,1,213,2025-04-04
CA,1840,NGB,PEK,1210,1435,1234567,02:25,1221,0,738,1,176,2025-04-04
CA,4165,KWE,PEK,1650,2000,1234567,03:10,1754,0,320,1,158,2025-04-04
MU,5112,PEK,SHA,1300,1505,12345 7,02:05,1075,0,359,1,286,2025-04-04
J2,0067,GYD,PEK,1250,0015,2  5 7,07:25,5501,0,763,1,198,2025-04-04
CA,961,PEK,MUC,0250,0650,1234567,10:00,7718,0,773,1,311,2025-04-04
SC,1157,PEK,ZUH,1040,1415,1234567,03:35,2029,0,738,1,175,2025-04-04
CA,1542,NGB,PEK,1700,1930,1  45,02:30,1221,0,321,1,177,2025-04-04
HU,7777,PEK,BAR,1355,1800,123456,04:05,2398,0,738,1,169,2025-04-04
CA,903,PEK,SGN,2020,0040,2 45 7,05:20,3394,0,738,1,159,2025-04-04
CA,845,PEK,BCN,0250,0845,2 45 7,11:55,8810,0,359,1,312,2025-04-04
ZH,9105,SZX,PEK,1225,1545,123 5 7,03:20,1954,0,738,1,161,2025-04-04
HU,7987,PEK,TPE,0755,1125,1 3 5 7,03:30,1720,0,738,1,169,2025-04-04
CA,1136,HLH,PEK,0950,1150,123 5,02:00,808,0,738,1,176,2025-04-04
NX,001,PEK,MFM,1610,1950,1234567,03:40,2012,0,321,1,179,2025-04-04
MU,5104,PEK,SHA,0900,1115,123 5,02:15,1075,0,332,1,262,2025-04-04
CA,1725,HGH,PEK,1900,2130,5,02:30,1147,0,321,1,177,2025-04-04
CA,953,PEK,DLC,0915,1020,1 3 5 7,01:05,441,0,738,1,176,2025-04-04
CA,1290,XIY,PEK,1230,1450,12345 7,02:20,932,0,738,1,159,2025-04-04
ZH,9113,SZX,PEK,2035,0005,12345,03:30,1954,0,330,1,308,2025-04-04
HU,7278,HGH,PEK,1130,1400,2  5,02:30,1147,0,787,1,212,2025-04-04
ZH,9189,PEK,JJN,2205,0055,1234567,02:50,1708,0,320,1,158,2025-04-04
CA,1842,YTY,PEK,0855,1040,2 45 7,01:45,880,0,320,1,158,2025-04-04
HU,7706,SZX,PEK,1310,1615,1   5,03:05,1954,0,333,1,302,2025-04-04
AH,3061,PEK,ALG,0850,1505,1   5,13:15,9101,0,332,1,251,2025-04-04
CA,1920,HAK,PEK,0905,1245,5,03:40,2313,0,333,1,311,2025-04-04
CA,1506,FOC,PEK,1255,1540,5,02:45,1595,0,32N,1,158,2025-04-04
CA,4184,PEK,CTU,0900,1155,345,02:55,1555,0,332,1,265,2025-04-04
HU,7711,PEK,SZX,1730,2045,2345,03:15,1954,0,789,1,291,2025-04-04
CX,331,PEK,HKG,1640,2035,12 45,03:55,1989,0,333,1,317,2025-04-04
CA,969,PEK,SIN,1535,2155,1234567,06:20,4487,0,789,1,293,2025-04-04
CA,1637,PEK,TNH,0615,0755,1234567,01:40,800,0,73G,1,128,2025-04-04
SC,4651,TAO,PEK,1800,1930,1234567,01:30,513,0,738,1,175,2025-04-04
CA,1628,CGQ,PEK,1305,1455,1 3 567,01:50,867,0,738,1,167,2025-04-04
HU,7701,PEK,SZX,0830,1150,1 3 5,03:20,1954,0,333,1,302,2025-04-04
KE,2201,GMP,PEK,0905,1025,1234567,02:20,925,0,32Q,1,182,2025-04-04
HU,7267,PEK,CKG,1730,2015,12345,02:45,1461,0,333,1,302,2025-04-04
MU,5123,SHA,PEK,1900,2115,1234567,02:15,1075,0,333,1,292,2025-04-04
TV,9815,LXA,PEK,0945,1335,1234567,03:50,2622,0,319,1,127,2025-04-04
3U,8883,CTU,PEK,0730,1015,12345 7,02:45,1555,0,359,1,335,2025-04-04
CA,1924,WDS,PEK,1150,1355,1   5,02:05,974,0,73G,1,128,2025-04-04
CA,760,NGO,PEK,1415,1635,1234567,03:20,1870,0,738,1,159,2025-04-04
CA,1405,PEK,CTU,0730,1030,1234567,03:00,1555,0,919,1,158,2025-04-04
CA,983,PEK,LAX,2155,2010,1  45,13:15,10034,0,77W,1,392,2025-04-04
HU,7180,SYX,PEK,1500,1900,3 5,04:00,2514,0,333,1,291,2025-04-04
MU,5102,PEK,SHA,0800,1020,1234567,02:20,1075,0,333,1,292,2025-04-04
HU,7381,HAK,PEK,1900,2245,123 56,03:45,2313,0,738,1,169,2025-04-04
CA,1939,PEK,KWL,0655,1010,1  45,03:15,1759,0,32Q,1,194,2025-04-04
MU,5122,PEK,SHA,1800,2025,12345 7,02:25,1075,0,359,1,286,2025-04-04
HU,7814,CAN,PEK,1915,2225,5,03:10,1880,0,738,1,169,2025-04-04
CA,1212,URC,PEK,1915,2255,5,03:40,2428,0,738,1,167,2025-04-04
CA,1410,CKG,PEK,2020,2240,5,02:20,1461,0,738,1,176,2025-04-04
CA,1216,KHG,PEK,1900,0005,5,05:05,3433,0,7M8,1,176,2025-04-04
CA,998,YVR,PEK,1255,1520,1   56,11:25,8489,0,773,1,311,2025-04-04
PK,854,ISB,PEK,0725,1600,5,05:35,3920,0,777,1,310,2025-04-04
CA,1306,SZX,PEK,0855,1215,5,03:20,1954,0,332,1,265,2025-04-04
3U,6879,TFU,PEK,2030,2315,23456,02:45,1545,0,320,1,188,2025-04-04
CA,8202,PEK,WUH,0845,1055,2 45,02:10,1053,0,321,1,185,2025-04-04
CA,1150,DSN,PEK,1810,2000,1 3 5,01:50,578,0,C27,1,90,2025-04-04
CA,1810,XMN,PEK,1345,1645,5,03:00,1732,0,321,1,177,2025-04-04
HU,7811,PEK,CAN,1630,1950,56,03:20,1880,0,738,1,169,2025-04-04
3U,6876,PEK,TFU,1530,1830,1 3456,03:00,1545,0,359,1,329,2025-04-04
OZ,332,PEK,ICN,1040,1350,456,02:10,901,0,333,1,290,2025-04-04
CA,1120,CIH,PEK,2010,2130,5,01:20,521,0,73G,1,128,2025-04-04
CA,1831,PEK,XMN,0630,0920,5,02:50,1732,0,738,1,162,2025-04-04
CA,950,MXP,PEK,1330,0550,2  56,10:20,8090,0,359,1,312,2025-04-04
CA,1135,PEK,HLH,0710,0905,1 3 5,01:55,808,0,738,1,176,2025-04-04
CA,1335,PEK,NNG,0715,1050,5 7,03:35,2095,0,738,1,176,2025-04-04
CA,1639,PEK,HRB,2015,2205,12  5,01:50,998,0,738,1,159,2025-04-04
HU,7938,PRG,PEK,1400,0520,1 3 5,09:20,7458,0,333,1,293,2025-04-04
CA,1271,PEK,LHW,1140,1415,12 4567,02:35,1196,0,738,1,176,2025-04-04
CA,1376,SZX,PEK,1330,1645,2345,03:15,1954,0,773,1,311,2025-04-04
HU,7801,PEK,CAN,0830,1150,12345,03:20,1880,0,333,1,302,2025-04-04
CA,908,MAD,PEK,1310,0540,123 567,10:30,9201,0,789,1,293,2025-04-04
CA,1654,CGQ,PEK,0800,0955,12  5,01:55,867,0,738,1,159,2025-04-04
CA,1660,NDG,PEK,0950,1150,1234567,02:00,990,0,738,1,176,2025-04-04
HU,7190,KWE,PEK,2005,2300,5,02:55,1754,0,738,1,169,2025-04-04
CA,111,PEK,HKG,0930,1305,12 45 7,03:35,1989,0,333,1,301,2025-04-04
CA,1465,PEK,LJG,1040,1450,34567,04:10,2118,0,320,1,158,2025-04-04
HU,7810,CAN,PEK,1515,1815,12345 7,03:00,1880,0,787,1,212,2025-04-04
CA,1622,HRB,PEK,2120,2330,12345 7,02:10,998,0,32N,1,158,2025-04-04
CA,4105,CTU,PEK,1600,1915,1   56,03:15,1555,0,333,1,301,2025-04-04
CA,1933,PEK,NNG,1525,1855,5,03:30,2095,0,7M8,1,176,2025-04-04
CA,110,HKG,PEK,1745,2115,12 45 7,03:30,1989,0,32Q,1,194,2025-04-04
3U,8829,CKG,PEK,0715,0940,1234567,02:25,1461,0,320,1,188,2025-04-04
CA,1109,PEK,XIL,0715,0835,1  4567,01:20,428,0,C27,1,90,2025-04-04
HU,7477,PEK,HGH,1155,1415,1 3 5 7,02:20,1147,0,330,1,259,2025-04-04
EK,308,DXB,PEK,1050,2220,1234567,07:30,5844,0,77W,1,354,2025-04-04
HU,7153,PEK,NNG,1730,2050,1 3 5 7,03:20,2095,0,738,1,157,2025-04-04
CA,1268,XNN,PEK,0920,1145,1 3 5,02:25,1326,0,319,1,128,2025-04-04
CA,1132,HLD,PEK,1040,1255,5,02:15,1046,0,738,1,167,2025-04-04
CA,1825,PEK,CZX,0655,0905,5,02:10,950,0,738,1,159,2025-04-04
CA,956,UBN,PEK,1630,1830,1 3 5,02:00,1146,0,7M8,1,176,2025-04-04
CA,1235,PEK,XIY,1655,1915,5 7,02:20,932,0,738,1,159,2025-04-04
KE,859,ICN,PEK,0815,0940,1234567,02:25,901,0,32Q,1,182,2025-04-04
CA,1148,RLK,PEK,1055,1240,1234567,01:45,753,0,738,1,167,2025-04-04
CA,170,CTS,PEK,1350,1730,1234567,04:40,2105,0,738,1,159,2025-04-04
CA,4172,PEK,KMG,1140,1545,1234567,04:05,2092,0,32N,1,158,2025-04-04
CA,1124,TGO,PEK,2120,2240,1234567,01:20,604,0,738,1,176,2025-04-04
CA,1549,PEK,SHA,1630,1900,1234567,02:30,1075,0,919,1,158,2025-04-04
HU,405,PEK,VVO,0655,1115,2  5 7,02:20,1339,0,738,1,173,2025-04-04
CA,1854,NGB,PEK,0935,1155,123 56,02:20,1221,0,738,1,159,2025-04-04
CA,1636,SHE,PEK,2120,2255,12 4567,01:35,605,0,738,1,176,2025-04-04
CA,1201,PEK,XIY,1355,1625,1 3 567,02:30,932,0,320,1,158,2025-04-04
CA,1363,PEK,CSX,1505,1745,5,02:40,1355,0,320,1,158,2025-04-04
CA,1921,PEK,HNY,1620,1915,123 567,02:55,1508,0,738,1,167,2025-04-04
CA,1627,PEK,CGQ,0955,1215,1 3 5 7,02:20,867,0,738,1,167,2025-04-04
CA,1304,SZX,PEK,1800,2115,2 45 7,03:15,1954,0,773,1,311,2025-04-04
HU,7613,PEK,PVG,0730,0950,5,02:20,1098,0,787,1,212,2025-04-04
3U,8885,CTU,PEK,0930,1215,5,02:45,1555,0,320,1,284,2025-04-04
CA,1447,PEK,KMG,1710,2115,5,04:05,2092,0,32N,1,158,2025-04-04
HU,7154,NNG,PEK,2140,0100,1   5 7,03:20,2095,0,738,1,157,2025-04-04
CA,1695,PEK,DQA,1155,1400,123 5 7,02:05,1012,0,321,1,177,2025-04-04
CA,1847,PEK,NKG,1040,1235,123456,01:55,948,0,738,1,167,2025-04-04
CA,1534,SHA,PEK,1635,1855,56,02:20,1075,0,333,1,301,2025-04-04
CA,102,HKG,PEK,1255,1625,1 345,03:30,1989,0,321,1,177,2025-04-04
CI,511,TPE,PEK,0730,1055,1 3 5,03:25,1720,0,32Q,1,180,2025-04-04
CA,1203,PEK,XNN,1155,1435,1   567,02:40,1326,0,738,1,159,2025-04-04
CA,8901,DLC,PEK,1825,2000,1 34567,01:35,441,0,738,1,176,2025-04-04
HU,7602,SHA,PEK,0820,1040,5,02:20,1075,0,330,1,259,2025-04-04
CA,133,PEK,HND,0955,1430,1234567,03:35,2089,0,333,1,301,2025-04-04
HU,7268,CKG,PEK,2130,2355,12345,02:25,1461,0,333,1,302,2025-04-04
CA,1332,SZX,PEK,1300,1615,3 5 7,03:15,1954,0,773,1,311,2025-04-04
CA,1476,KMG,PEK,1250,1645,1   5,03:55,2092,0,7M8,1,176,2025-04-04
HU,7884,LZG,PEK,1230,1500,5 7,02:30,1344,0,738,1,169,2025-04-04
CA,1910,BHY,PEK,1900,2230,5 7,03:30,2171,0,320,1,158,2025-04-04
CA,1141,PEK,DSN,0655,0815,1234567,01:20,578,0,738,1,176,2025-04-04
CA,962,MUC,PEK,1300,0450,1234567,09:50,7718,0,773,1,311,2025-04-04
CA,745,PEK,PNH,1905,2305,2  567,05:00,3373,0,32Q,1,194,2025-04-04
HU,7291,PEK,WNZ,0800,1045,1234567,02:45,1407,0,738,1,169,2025-04-04
CA,910,SVO,PEK,1845,0655,1234567,07:10,5794,0,77W,1,392,2025-04-04
CA,1233,PEK,KRY,1125,1620,12 4567,04:55,2631,0,73G,1,128,2025-04-04
CA,1437,PEK,CKG,0700,0940,1   5,02:40,1461,0,330,1,237,2025-04-04
CA,1884,PVG,PEK,1620,1900,1   5,02:40,1098,0,359,1,312,2025-04-04
CA,878,CPH,PEK,1905,0955,1234567,08:50,7192,0,359,1,312,2025-04-04
NH,961,HND,PEK,0855,1200,1234567,04:05,2089,0,77W,1,212,2025-04-04
SC,2126,PEK,XMN,1330,1630,1234567,03:00,1732,0,7M8,1,175,2025-04-04
CA,1524,SHA,PEK,1445,1710,3 5 7,02:25,1075,0,32Q,1,194,2025-04-04
ZH,9148,PEK,CAN,1125,1500,1 345 7,03:35,1880,0,738,1,168,2025-04-04
HU,7109,PEK,YLX,1715,2045,3 5 7,03:30,2054,0,738,1,169,2025-04-04
SC,4652,PEK,TAO,2115,2235,1234567,01:20,513,0,738,1,175,2025-04-04
CA,1204,XNN,PEK,1540,1810,1 3 567,02:30,1326,0,738,1,159,2025-04-04
CA,1501,PEK,SHA,0830,1055,1   5,02:25,1075,0,773,1,311,2025-04-04
HU,7237,PEK,XIY,1105,1325,12 456,02:20,932,0,738,1,169,2025-04-04
CA,1609,PEK,CGQ,0715,0900,45 7,01:45,867,0,321,1,177,2025-04-04
CA,1450,CKG,PEK,0955,1230,2  5,02:35,1461,0,789,1,293,2025-04-04
CA,1505,PEK,FOC,0900,1140,5,02:40,1595,0,32N,1,158,2025-04-04
CA,1232,XIY,PEK,1100,1325,123456,02:25,932,0,738,1,167,2025-04-04
CA,1123,PEK,TGO,1915,2035,12  567,01:20,604,0,738,1,176,2025-04-04
KE,853,ICN,PEK,2000,2130,123 567,02:30,901,0,32Q,1,182,2025-04-04
CA,759,PEK,NGO,0900,1300,12345 7,03:00,1870,0,738,1,159,2025-04-04
CA,1265,PEK,HMI,1720,2045,5,03:25,1926,0,738,1,159,2025-04-04
MU,5120,PEK,SHA,1700,1915,456,02:15,1075,0,333,1,292,2025-04-04
CA,1353,PEK,SYX,1415,1810,2  5,03:55,2514,0,333,1,311,2025-04-04
HU,7606,SHA,PEK,1210,1420,567,02:10,1075,0,332,1,213,2025-04-04
EK,309,PEK,DXB,0725,1150,1234567,08:25,5844,0,77W,1,354,2025-04-04
CA,4120,PEK,CTU,1100,1400,2 45 7,03:00,1555,0,333,1,301,2025-04-04
3U,6880,PEK,TFU,0825,1120,34567,02:55,1545,0,320,1,188,2025-04-04
CA,1289,PEK,XIY,0900,1120,2  5,02:20,932,0,738,1,159,2025-04-04
3U,8897,CTU,PEK,1830,2115,123 5 7,02:45,1555,0,320,1,188,2025-04-04
HU,7608,SHA,PEK,1935,2200,5,02:25,1075,0,332,1,213,2025-04-04
CA,933,PEK,CDG,1325,1840,5,11:15,8187,0,773,1,311,2025-04-04
CA,1364,CSX,PEK,1900,2130,5,02:30,1355,0,320,1,158,2025-04-04
CA,1567,PEK,WNZ,0900,1125,1 3456,02:25,1407,0,919,1,158,2025-04-04
ZH,9112,PEK,YIC,0655,0940,1234567,02:45,1379,0,738,1,161,2025-04-04
CA,1592,YNZ,PEK,1125,1310,2  5,01:45,805,0,738,1,159,2025-04-04
CA,1694,JMU,PEK,2225,0050,1 345 7,02:25,1344,0,321,1,177,2025-04-04
CA,877,PEK,CPH,1320,1705,1234567,09:45,7192,0,359,1,312,2025-04-04
CA,738,WAW,PEK,1330,0430,1 3 56,09:00,6941,0,332,1,265,2025-04-04
CA,1657,PEK,SHE,1255,1440,1234567,01:45,605,0,738,1,176,2025-04-04
NX,006,MFM,PEK,0810,1125,12 4567,03:15,2012,0,320,1,156,2025-04-04
CA,4115,CTU,PEK,1100,1345,1234567,02:45,1555,0,32Q,1,194,2025-04-04
CA,168,HND,PEK,1920,2220,1234567,04:00,2089,0,333,1,301,2025-04-04
CA,127,PEK,KIX,1110,1520,1234567,03:10,1761,0,321,1,177,2025-04-04
CX,312,HKG,PEK,1700,2025,12345,03:25,1989,0,333,1,317,2025-04-04
HU,7579,PEK,SYX,2105,0055,1 3 5 7,03:50,2514,0,738,1,169,2025-04-04
CA,4110,PEK,CTU,1930,2235,1234567,03:05,1555,0,330,1,283,2025-04-04
CA,737,PEK,WAW,0300,0640,1 3 5,09:40,6941,0,332,1,265,2025-04-04
CA,1448,KMG,PEK,2220,0155,5,03:35,2092,0,32N,1,158,2025-04-04
CA,852,LGW,PEK,1235,0540,12345 7,10:05,8163,0,359,1,312,2025-04-04
CA,1540,WNZ,PEK,0805,1040,2 45,02:35,1407,0,32Q,1,194,2025-04-04
CA,1462,KWE,PEK,1145,1445,2  5,03:00,1754,0,321,1,177,2025-04-04
CA,4144,PEK,CKG,1930,2215,3 567,02:45,1461,0,738,1,167,2025-04-04
UA,889,PEK,SFO,1725,1410,1234567,11:45,9490,0,777,1,276,2025-04-04
SC,2130,PEK,XMN,1905,2150,5,02:45,1732,0,738,1,175,2025-04-04
CA,710,ICN,PEK,1050,1155,123456,02:05,901,0,321,1,177,2025-04-04
HU,7177,PEK,HGH,2000,2220,1   5,02:20,1147,0,330,1,259,2025-04-04
CA,1704,PEK,HGH,0730,0945,5,02:15,1147,0,789,1,293,2025-04-04
CA,1817,PEK,NKG,0755,1005,5,02:10,948,0,320,1,158,2025-04-04
CA,1275,PEK,URC,0655,1115,1 3 5 7,04:20,2428,0,738,1,162,2025-04-04
CA,8902,PEK,DLC,2105,2230,1 34567,01:25,441,0,738,1,176,2025-04-04
KE,2202,PEK,GMP,1145,1500,1234567,02:15,925,0,32Q,1,182,2025-04-04
CA,8212,PEK,WUH,1800,2000,234567,02:00,1053,0,919,1,158,2025-04-04
CA,1822,FOC,PEK,0700,0950,1   5,02:50,1595,0,32Q,1,194,2025-04-04
CX,337,PEK,HKG,1940,2325,5 7,03:45,1989,0,333,1,307,2025-04-04
HU,7492,XMN,PEK,2045,2340,12 4567,02:55,1732,0,738,1,157,2025-04-04
HU,474,KIX,PEK,1420,1655,1234567,03:35,1761,0,738,1,174,2025-04-04
CA,4183,CTU,PEK,1900,2145,1  45,02:45,1555,0,332,1,265,2025-04-04
HU,7246,URC,PEK,2000,2350,12 456,03:50,2428,0,738,1,169,2025-04-04
CA,959,PEK,BKK,1400,1810,1234567,05:10,3314,0,7M8,1,176,2025-04-04
CA,1458,GYS,PEK,1440,1705,1234567,02:25,1296,0,73G,1,128,2025-04-04
PR,359,PEK,MNL,1255,1800,5 7,05:05,2873,0,321,1,168,2025-04-04
HU,7136,CSX,PEK,1130,1415,3 5,02:45,1355,0,738,1,157,2025-04-04
CA,1510,SHA,PEK,2130,2345,3 5,02:15,1075,0,333,1,311,2025-04-04
ZH,9103,SZX,PEK,1000,1325,12345 7,03:25,1954,0,738,1,161,2025-04-04
CA,1820,NKG,PEK,0845,1035,12 4567,01:50,948,0,738,1,176,2025-04-04
CA,1261,PEK,XNN,1830,2055,1234567,02:25,1326,0,319,1,128,2025-04-04
TG,614,BKK,PEK,1000,1545,1234567,04:45,3314,0,359,1,334,2025-04-04
HU,7104,DLC,PEK,2030,2200,12345,01:30,441,0,738,1,169,2025-04-04
MU,5154,PEK,PVG,1130,1330,2  567,02:00,1098,0,321,1,196,2025-04-04
MU,5101,SHA,PEK,0800,1010,12345 7,02:10,1075,0,77W,1,314,2025-04-04
CA,1251,PEK,URC,0800,1215,2345 7,04:15,2428,0,7M8,1,176,2025-04-04
